franchise,team,season,game_num,date,result,coach
LAL,LAL,2017,6,2016-11-04,W,waltolu01c
LAL,LAL,2017,7,2016-11-06,W,waltolu01c
LAL,LAL,2017,8,2016-11-08,L,waltolu01c
LAL,LAL,2017,9,2016-11-10,W,waltolu01c
LAL,LAL,2017,10,2016-11-12,W,waltolu01c
LAL,LAL,2017,11,2016-11-13,L,waltolu01c
LAL,LAL,2017,12,2016-11-15,W,waltolu01c
LAL,LAL,2017,13,2016-11-18,L,waltolu01c
LAL,LAL,2017,14,2016-11-20,L,waltolu01c
LAL,LAL,2017,15,2016-11-22,W,waltolu01c
LAL,LAL,2017,16,2016-11-23,L,waltolu01c
LAL,LAL,2017,17,2016-11-25,L,waltolu01c
LAL,LAL,2017,18,2016-11-27,W,waltolu01c
LAL,LAL,2017,19,2016-11-29,L,waltolu01c
LAL,LAL,2017,20,2016-11-30,W,waltolu01c
LAL,LAL,2017,21,2016-12-02,L,waltolu01c
LAL,LAL,2017,22,2016-12-03,L,waltolu01c
LAL,LAL,2017,23,2016-12-05,L,waltolu01c
LAL,LAL,2017,24,2016-12-07,L,waltolu01c
LAL,LAL,2017,25,2016-12-09,L,waltolu01c
LAL,LAL,2017,26,2016-12-11,L,waltolu01c
LAL,LAL,2017,27,2016-12-12,L,waltolu01c
LAL,LAL,2017,28,2016-12-14,L,waltolu01c
LAL,LAL,2017,29,2016-12-16,W,waltolu01c
LAL,LAL,2017,30,2016-12-17,L,waltolu01c
LAL,LAL,2017,31,2016-12-20,L,waltolu01c
LAL,LAL,2017,32,2016-12-22,L,waltolu01c
LAL,LAL,2017,33,2016-12-23,L,waltolu01c
LAL,LAL,2017,34,2016-12-25,W,waltolu01c
LAL,LAL,2017,35,2016-12-27,L,waltolu01c
LAL,LAL,2017,36,2016-12-29,L,waltolu01c
LAL,LAL,2017,37,2017-01-01,L,waltolu01c
LAL,LAL,2017,38,2017-01-03,W,waltolu01c
LAL,LAL,2017,39,2017-01-05,L,waltolu01c
LAL,LAL,2017,40,2017-01-06,W,waltolu01c
LAL,LAL,2017,41,2017-01-08,W,waltolu01c
LAL,LAL,2017,42,2017-01-10,L,waltolu01c
LAL,LAL,2017,43,2017-01-12,L,waltolu01c
LAL,LAL,2017,44,2017-01-14,L,waltolu01c
LAL,LAL,2017,45,2017-01-15,L,waltolu01c
LAL,LAL,2017,46,2017-01-17,L,waltolu01c
LAL,LAL,2017,47,2017-01-20,W,waltolu01c
LAL,LAL,2017,48,2017-01-22,L,waltolu01c
LAL,LAL,2017,49,2017-01-25,L,waltolu01c
LAL,LAL,2017,50,2017-01-26,L,waltolu01c
LAL,LAL,2017,51,2017-01-31,W,waltolu01c
LAL,LAL,2017,52,2017-02-02,L,waltolu01c
LAL,LAL,2017,53,2017-02-03,L,waltolu01c
LAL,LAL,2017,54,2017-02-06,W,waltolu01c
LAL,LAL,2017,55,2017-02-08,L,waltolu01c
LAL,LAL,2017,56,2017-02-10,W,waltolu01c
LAL,LAL,2017,57,2017-02-14,L,waltolu01c
LAL,LAL,2017,58,2017-02-15,L,waltolu01c
LAL,LAL,2017,59,2017-02-24,L,waltolu01c
LAL,LAL,2017,60,2017-02-26,L,waltolu01c
LAL,LAL,2017,61,2017-02-28,L,waltolu01c
LAL,LAL,2017,62,2017-03-03,L,waltolu01c
LAL,LAL,2017,63,2017-03-05,L,waltolu01c
LAL,LAL,2017,64,2017-03-07,L,waltolu01c
LAL,LAL,2017,65,2017-03-09,W,waltolu01c
LAL,LAL,2017,66,2017-03-12,L,waltolu01c
LAL,LAL,2017,67,2017-03-13,L,waltolu01c
LAL,LAL,2017,68,2017-03-15,L,waltolu01c
LAL,LAL,2017,69,2017-03-17,L,waltolu01c
LAL,LAL,2017,70,2017-03-19,L,waltolu01c
LAL,LAL,2017,71,2017-03-21,L,waltolu01c
LAL,LAL,2017,72,2017-03-24,W,waltolu01c
LAL,LAL,2017,73,2017-03-26,L,waltolu01c
LAL,LAL,2017,74,2017-03-28,L,waltolu01c
LAL,LAL,2017,75,2017-03-30,L,waltolu01c
LAL,LAL,2017,76,2017-04-01,L,waltolu01c
LAL,LAL,2017,77,2017-04-02,W,waltolu01c
LAL,LAL,2017,78,2017-04-05,W,waltolu01c
LAL,LAL,2017,79,2017-04-07,W,waltolu01c
LAL,LAL,2017,80,2017-04-09,W,waltolu01c
LAL,LAL,2017,81,2017-04-11,W,waltolu01c
LAL,LAL,2017,82,2017-04-12,L,waltolu01c
WAS,WAS,2001,1,2000-10-31,L,hamille99c
WAS,WAS,2001,2,2000-11-01,W,hamille99c
WAS,WAS,2001,3,2000-11-03,L,hamille99c
WAS,WAS,2001,4,2000-11-04,L,hamille99c
WAS,WAS,2001,5,2000-11-07,W,hamille99c
WAS,WAS,2001,6,2000-11-08,L,hamille99c
WAS,WAS,2001,7,2000-11-10,L,hamille99c
WAS,WAS,2001,8,2000-11-11,L,hamille99c
WAS,WAS,2001,9,2000-11-15,L,hamille99c
WAS,WAS,2001,10,2000-11-16,L,hamille99c
WAS,WAS,2001,11,2000-11-18,W,hamille99c
WAS,WAS,2001,12,2000-11-21,L,hamille99c
WAS,WAS,2001,13,2000-11-24,L,hamille99c
WAS,WAS,2001,14,2000-11-25,W,hamille99c
WAS,WAS,2001,15,2000-11-28,L,hamille99c
WAS,WAS,2001,16,2000-11-29,L,hamille99c
WAS,WAS,2001,17,2000-12-02,L,hamille99c
WAS,WAS,2001,18,2000-12-03,L,hamille99c
WAS,WAS,2001,19,2000-12-06,L,hamille99c
WAS,WAS,2001,20,2000-12-07,L,hamille99c
WAS,WAS,2001,21,2000-12-09,L,hamille99c
WAS,WAS,2001,22,2000-12-13,L,hamille99c
WAS,WAS,2001,23,2000-12-15,L,hamille99c
WAS,WAS,2001,24,2000-12-17,W,hamille99c
WAS,WAS,2001,25,2000-12-19,L,hamille99c
WAS,WAS,2001,26,2000-12-20,L,hamille99c
WAS,WAS,2001,27,2000-12-22,L,hamille99c
WAS,WAS,2001,28,2000-12-23,L,hamille99c
WAS,WAS,2001,29,2000-12-27,L,hamille99c
WAS,WAS,2001,30,2000-12-29,L,hamille99c
WAS,WAS,2001,31,2000-12-31,W,hamille99c
WAS,WAS,2001,32,2001-01-02,W,hamille99c
WAS,WAS,2001,33,2001-01-04,L,hamille99c
WAS,WAS,2001,34,2001-01-06,L,hamille99c
WAS,WAS,2001,35,2001-01-07,L,hamille99c
WAS,WAS,2001,36,2001-01-09,L,hamille99c
WAS,WAS,2001,37,2001-01-10,L,hamille99c
WAS,WAS,2001,38,2001-01-12,L,hamille99c
WAS,WAS,2001,39,2001-01-15,L,hamille99c
WAS,WAS,2001,40,2001-01-17,L,hamille99c
WAS,WAS,2001,41,2001-01-19,L,hamille99c
WAS,WAS,2001,42,2001-01-21,W,hamille99c
WAS,WAS,2001,43,2001-01-23,W,hamille99c
WAS,WAS,2001,44,2001-01-26,W,hamille99c
WAS,WAS,2001,45,2001-01-27,W,hamille99c
WAS,WAS,2001,46,2001-01-29,W,hamille99c
WAS,WAS,2001,47,2001-01-31,L,hamille99c
WAS,WAS,2001,48,2001-02-03,L,hamille99c
WAS,WAS,2001,49,2001-02-07,L,hamille99c
WAS,WAS,2001,50,2001-02-13,L,hamille99c
WAS,WAS,2001,51,2001-02-15,L,hamille99c
WAS,WAS,2001,52,2001-02-17,L,hamille99c
WAS,WAS,2001,53,2001-02-18,W,hamille99c
WAS,WAS,2001,54,2001-02-20,L,hamille99c
WAS,WAS,2001,55,2001-02-22,L,hamille99c
WAS,WAS,2001,56,2001-02-24,L,hamille99c
WAS,WAS,2001,57,2001-02-25,L,hamille99c
WAS,WAS,2001,58,2001-02-27,L,hamille99c
WAS,WAS,2001,59,2001-03-02,L,hamille99c
WAS,WAS,2001,60,2001-03-04,L,hamille99c
WAS,WAS,2001,61,2001-03-07,W,hamille99c
WAS,WAS,2001,62,2001-03-09,L,hamille99c
WAS,WAS,2001,63,2001-03-10,W,hamille99c
WAS,WAS,2001,64,2001-03-14,W,hamille99c
WAS,WAS,2001,65,2001-03-16,L,hamille99c
WAS,WAS,2001,66,2001-03-17,L,hamille99c
WAS,WAS,2001,67,2001-03-20,L,hamille99c
WAS,WAS,2001,68,2001-03-21,W,hamille99c
WAS,WAS,2001,69,2001-03-23,L,hamille99c
WAS,WAS,2001,70,2001-03-24,L,hamille99c
WAS,WAS,2001,71,2001-03-27,L,hamille99c
WAS,WAS,2001,72,2001-03-29,W,hamille99c
WAS,WAS,2001,73,2001-03-31,L,hamille99c
WAS,WAS,2001,74,2001-04-04,L,hamille99c
WAS,WAS,2001,75,2001-04-05,L,hamille99c
WAS,WAS,2001,76,2001-04-07,L,hamille99c
WAS,WAS,2001,77,2001-04-09,L,hamille99c
WAS,WAS,2001,78,2001-04-11,L,hamille99c
WAS,WAS,2001,79,2001-04-13,W,hamille99c
WAS,WAS,2001,80,2001-04-15,L,hamille99c
WAS,WAS,2001,81,2001-04-17,L,hamille99c
WAS,WAS,2001,82,2001-04-18,L,hamille99c
WAS,WAS,2002,1,2001-10-30,L,collido01c
WAS,WAS,2002,2,2001-11-01,W,collido01c
WAS,WAS,2002,3,2001-11-03,W,collido01c
WAS,WAS,2002,4,2001-11-04,L,collido01c
WAS,WAS,2002,5,2001-11-07,L,collido01c
WAS,WAS,2002,6,2001-11-09,L,collido01c
WAS,WAS,2002,7,2001-11-11,L,collido01c
WAS,WAS,2002,8,2001-11-14,L,collido01c
WAS,WAS,2002,9,2001-11-16,L,collido01c
WAS,WAS,2002,10,2001-11-20,L,collido01c
WAS,WAS,2002,11,2001-11-22,L,collido01c
WAS,WAS,2002,12,2001-11-24,W,collido01c
WAS,WAS,2002,13,2001-11-27,L,collido01c
WAS,WAS,2002,14,2001-11-28,W,collido01c
WAS,WAS,2002,15,2001-11-30,W,collido01c
WAS,WAS,2002,16,2001-12-01,L,collido01c
WAS,WAS,2002,17,2001-12-04,L,collido01c
WAS,WAS,2002,18,2001-12-06,W,collido01c
WAS,WAS,2002,19,2001-12-08,W,collido01c
WAS,WAS,2002,20,2001-12-11,W,collido01c
WAS,WAS,2002,21,2001-12-12,W,collido01c
WAS,WAS,2002,22,2001-12-14,W,collido01c
WAS,WAS,2002,23,2001-12-16,W,collido01c
WAS,WAS,2002,24,2001-12-19,W,collido01c
WAS,WAS,2002,25,2001-12-21,W,collido01c
WAS,WAS,2002,26,2001-12-22,W,collido01c
WAS,WAS,2002,27,2001-12-26,L,collido01c
WAS,WAS,2002,28,2001-12-27,L,collido01c
WAS,WAS,2002,29,2001-12-29,W,collido01c
WAS,WAS,2002,30,2001-12-31,W,collido01c
WAS,WAS,2002,31,2002-01-04,W,collido01c
WAS,WAS,2002,32,2002-01-08,W,collido01c
WAS,WAS,2002,33,2002-01-11,L,collido01c
WAS,WAS,2002,34,2002-01-12,L,collido01c
WAS,WAS,2002,35,2002-01-15,L,collido01c
WAS,WAS,2002,36,2002-01-16,L,collido01c
WAS,WAS,2002,37,2002-01-19,W,collido01c
WAS,WAS,2002,38,2002-01-21,L,collido01c
WAS,WAS,2002,39,2002-01-22,L,collido01c
WAS,WAS,2002,40,2002-01-24,W,collido01c
WAS,WAS,2002,41,2002-01-26,W,collido01c
WAS,WAS,2002,42,2002-01-29,L,collido01c
WAS,WAS,2002,43,2002-01-31,W,collido01c
WAS,WAS,2002,44,2002-02-01,W,collido01c
WAS,WAS,2002,45,2002-02-03,W,collido01c
WAS,WAS,2002,46,2002-02-05,W,collido01c
WAS,WAS,2002,47,2002-02-07,W,collido01c
WAS,WAS,2002,48,2002-02-12,L,collido01c
WAS,WAS,2002,49,2002-02-14,L,collido01c
WAS,WAS,2002,50,2002-02-15,W,collido01c
WAS,WAS,2002,51,2002-02-18,L,collido01c
WAS,WAS,2002,52,2002-02-20,L,collido01c
WAS,WAS,2002,53,2002-02-21,L,collido01c
WAS,WAS,2002,54,2002-02-23,L,collido01c
WAS,WAS,2002,55,2002-02-24,L,collido01c
WAS,WAS,2002,56,2002-02-27,L,collido01c
WAS,WAS,2002,57,2002-03-01,L,collido01c
WAS,WAS,2002,58,2002-03-03,W,collido01c
WAS,WAS,2002,59,2002-03-05,W,collido01c
WAS,WAS,2002,60,2002-03-07,L,collido01c
WAS,WAS,2002,61,2002-03-08,L,collido01c
WAS,WAS,2002,62,2002-03-10,L,collido01c
WAS,WAS,2002,63,2002-03-11,L,collido01c
WAS,WAS,2002,64,2002-03-13,L,collido01c
WAS,WAS,2002,65,2002-03-15,W,collido01c
WAS,WAS,2002,66,2002-03-16,L,collido01c
WAS,WAS,2002,67,2002-03-18,W,collido01c
WAS,WAS,2002,68,2002-03-20,W,collido01c
WAS,WAS,2002,69,2002-03-21,L,collido01c
WAS,WAS,2002,70,2002-03-24,L,collido01c
WAS,WAS,2002,71,2002-03-26,W,collido01c
WAS,WAS,2002,72,2002-03-29,W,collido01c
WAS,WAS,2002,73,2002-03-31,L,collido01c
WAS,WAS,2002,74,2002-04-02,L,collido01c
WAS,WAS,2002,75,2002-04-03,L,collido01c
WAS,WAS,2002,76,2002-04-05,L,collido01c
WAS,WAS,2002,77,2002-04-06,W,collido01c
WAS,WAS,2002,78,2002-04-09,L,collido01c
WAS,WAS,2002,79,2002-04-10,W,collido01c
WAS,WAS,2002,80,2002-04-12,L,collido01c
WAS,WAS,2002,81,2002-04-14,L,collido01c
WAS,WAS,2002,82,2002-04-16,W,collido01c
WAS,WAS,2003,1,2002-10-30,L,collido01c
WAS,WAS,2003,2,2002-10-31,W,collido01c
WAS,WAS,2003,3,2002-11-02,L,collido01c
WAS,WAS,2003,4,2002-11-05,L,collido01c
WAS,WAS,2003,5,2002-11-06,W,collido01c
WAS,WAS,2003,6,2002-11-08,W,collido01c
WAS,WAS,2003,7,2002-11-09,W,collido01c
WAS,WAS,2003,8,2002-11-12,L,collido01c
WAS,WAS,2003,9,2002-11-14,W,collido01c
WAS,WAS,2003,10,2002-11-16,W,collido01c
WAS,WAS,2003,11,2002-11-17,L,collido01c
WAS,WAS,2003,12,2002-11-22,L,collido01c
WAS,WAS,2003,13,2002-11-23,L,collido01c
WAS,WAS,2003,14,2002-11-26,L,collido01c
WAS,WAS,2003,15,2002-11-29,L,collido01c
WAS,WAS,2003,16,2002-11-30,L,collido01c
WAS,WAS,2003,17,2002-12-03,W,collido01c
WAS,WAS,2003,18,2002-12-04,W,collido01c
WAS,WAS,2003,19,2002-12-06,L,collido01c
WAS,WAS,2003,20,2002-12-07,W,collido01c
WAS,WAS,2003,21,2002-12-10,L,collido01c
WAS,WAS,2003,22,2002-12-13,L,collido01c
WAS,WAS,2003,23,2002-12-15,W,collido01c
WAS,WAS,2003,24,2002-12-17,W,collido01c
WAS,WAS,2003,25,2002-12-18,W,collido01c
WAS,WAS,2003,26,2002-12-21,L,collido01c
WAS,WAS,2003,27,2002-12-23,L,collido01c
WAS,WAS,2003,28,2002-12-26,L,collido01c
WAS,WAS,2003,29,2002-12-28,W,collido01c
WAS,WAS,2003,30,2002-12-30,L,collido01c
WAS,WAS,2003,31,2002-12-31,W,collido01c
WAS,WAS,2003,32,2003-01-02,W,collido01c
WAS,WAS,2003,33,2003-01-04,W,collido01c
WAS,WAS,2003,34,2003-01-06,W,collido01c
WAS,WAS,2003,35,2003-01-08,W,collido01c
WAS,WAS,2003,36,2003-01-10,L,collido01c
WAS,WAS,2003,37,2003-01-11,W,collido01c
WAS,WAS,2003,38,2003-01-14,L,collido01c
WAS,WAS,2003,39,2003-01-16,W,collido01c
WAS,WAS,2003,40,2003-01-18,L,collido01c
WAS,WAS,2003,41,2003-01-20,W,collido01c
WAS,WAS,2003,42,2003-01-22,L,collido01c
WAS,WAS,2003,43,2003-01-24,L,collido01c
WAS,WAS,2003,44,2003-01-25,L,collido01c
WAS,WAS,2003,45,2003-01-27,W,collido01c
WAS,WAS,2003,46,2003-01-29,L,collido01c
WAS,WAS,2003,47,2003-01-30,L,collido01c
WAS,WAS,2003,48,2003-02-01,W,collido01c
WAS,WAS,2003,49,2003-02-04,W,collido01c
WAS,WAS,2003,50,2003-02-11,L,collido01c
WAS,WAS,2003,51,2003-02-12,W,collido01c
WAS,WAS,2003,52,2003-02-14,L,collido01c
WAS,WAS,2003,53,2003-02-19,L,collido01c
WAS,WAS,2003,54,2003-02-21,W,collido01c
WAS,WAS,2003,55,2003-02-23,L,collido01c
WAS,WAS,2003,56,2003-02-25,W,collido01c
WAS,WAS,2003,57,2003-02-27,W,collido01c
WAS,WAS,2003,58,2003-03-01,W,collido01c
WAS,WAS,2003,59,2003-03-02,L,collido01c
WAS,WAS,2003,60,2003-03-04,L,collido01c
WAS,WAS,2003,61,2003-03-05,W,collido01c
WAS,WAS,2003,62,2003-03-07,L,collido01c
WAS,WAS,2003,63,2003-03-09,L,collido01c
WAS,WAS,2003,64,2003-03-11,W,collido01c
WAS,WAS,2003,65,2003-03-14,L,collido01c
WAS,WAS,2003,66,2003-03-15,W,collido01c
WAS,WAS,2003,67,2003-03-18,L,collido01c
WAS,WAS,2003,68,2003-03-21,L,collido01c
WAS,WAS,2003,69,2003-03-23,L,collido01c
WAS,WAS,2003,70,2003-03-25,W,collido01c
WAS,WAS,2003,71,2003-03-26,W,collido01c
WAS,WAS,2003,72,2003-03-28,L,collido01c
WAS,WAS,2003,73,2003-03-30,L,collido01c
WAS,WAS,2003,74,2003-04-02,L,collido01c
WAS,WAS,2003,75,2003-04-03,L,collido01c
WAS,WAS,2003,76,2003-04-06,W,collido01c
WAS,WAS,2003,77,2003-04-08,W,collido01c
WAS,WAS,2003,78,2003-04-09,L,collido01c
WAS,WAS,2003,79,2003-04-11,W,collido01c
WAS,WAS,2003,80,2003-04-12,L,collido01c
WAS,WAS,2003,81,2003-04-14,L,collido01c
WAS,WAS,2003,82,2003-04-16,L,collido01c
WAS,WAS,2004,1,2003-10-29,W,jordaed01c
WAS,WAS,2004,2,2003-10-31,L,jordaed01c
WAS,WAS,2004,3,2003-11-01,L,jordaed01c
WAS,WAS,2004,4,2003-11-05,W,jordaed01c
WAS,WAS,2004,5,2003-11-07,W,jordaed01c
WAS,WAS,2004,6,2003-11-08,L,jordaed01c
WAS,WAS,2004,7,2003-11-11,L,jordaed01c
WAS,WAS,2004,8,2003-11-14,L,jordaed01c
WAS,WAS,2004,9,2003-11-15,L,jordaed01c
WAS,WAS,2004,10,2003-11-17,W,jordaed01c
WAS,WAS,2004,11,2003-11-19,W,jordaed01c
WAS,WAS,2004,12,2003-11-21,L,jordaed01c
WAS,WAS,2004,13,2003-11-23,L,jordaed01c
WAS,WAS,2004,14,2003-11-25,W,jordaed01c
WAS,WAS,2004,15,2003-11-26,L,jordaed01c
WAS,WAS,2004,16,2003-11-29,L,jordaed01c
WAS,WAS,2004,17,2003-12-02,L,jordaed01c
WAS,WAS,2004,18,2003-12-05,L,jordaed01c
WAS,WAS,2004,19,2003-12-06,W,jordaed01c
WAS,WAS,2004,20,2003-12-09,L,jordaed01c
WAS,WAS,2004,21,2003-12-10,L,jordaed01c
WAS,WAS,2004,22,2003-12-12,L,jordaed01c
WAS,WAS,2004,23,2003-12-14,L,jordaed01c
WAS,WAS,2004,24,2003-12-16,W,jordaed01c
WAS,WAS,2004,25,2003-12-19,L,jordaed01c
WAS,WAS,2004,26,2003-12-23,L,jordaed01c
WAS,WAS,2004,27,2003-12-26,L,jordaed01c
WAS,WAS,2004,28,2003-12-27,L,jordaed01c
WAS,WAS,2004,29,2003-12-30,L,jordaed01c
WAS,WAS,2004,30,2004-01-02,W,jordaed01c
WAS,WAS,2004,31,2004-01-04,L,jordaed01c
WAS,WAS,2004,32,2004-01-06,L,jordaed01c
WAS,WAS,2004,33,2004-01-07,L,jordaed01c
WAS,WAS,2004,34,2004-01-09,L,jordaed01c
WAS,WAS,2004,35,2004-01-10,W,jordaed01c
WAS,WAS,2004,36,2004-01-13,L,jordaed01c
WAS,WAS,2004,37,2004-01-14,L,jordaed01c
WAS,WAS,2004,38,2004-01-16,L,jordaed01c
WAS,WAS,2004,39,2004-01-17,W,jordaed01c
WAS,WAS,2004,40,2004-01-19,W,jordaed01c
WAS,WAS,2004,41,2004-01-23,L,jordaed01c
WAS,WAS,2004,42,2004-01-24,W,jordaed01c
WAS,WAS,2004,43,2004-01-26,L,jordaed01c
WAS,WAS,2004,44,2004-01-28,L,jordaed01c
WAS,WAS,2004,45,2004-01-30,W,jordaed01c
WAS,WAS,2004,46,2004-02-01,L,jordaed01c
WAS,WAS,2004,47,2004-02-04,L,jordaed01c
WAS,WAS,2004,48,2004-02-06,W,jordaed01c
WAS,WAS,2004,49,2004-02-07,W,jordaed01c
WAS,WAS,2004,50,2004-02-11,L,jordaed01c
WAS,WAS,2004,51,2004-02-17,L,jordaed01c
WAS,WAS,2004,52,2004-02-18,L,jordaed01c
WAS,WAS,2004,53,2004-02-20,L,jordaed01c
WAS,WAS,2004,54,2004-02-22,L,jordaed01c
WAS,WAS,2004,55,2004-02-25,W,jordaed01c
WAS,WAS,2004,56,2004-02-26,W,jordaed01c
WAS,WAS,2004,57,2004-02-28,L,jordaed01c
WAS,WAS,2004,58,2004-03-01,W,jordaed01c
WAS,WAS,2004,59,2004-03-03,W,jordaed01c
WAS,WAS,2004,60,2004-03-05,L,jordaed01c
WAS,WAS,2004,61,2004-03-07,L,jordaed01c
WAS,WAS,2004,62,2004-03-09,L,jordaed01c
WAS,WAS,2004,63,2004-03-10,L,jordaed01c
WAS,WAS,2004,64,2004-03-12,L,jordaed01c
WAS,WAS,2004,65,2004-03-13,L,jordaed01c
WAS,WAS,2004,66,2004-03-16,L,jordaed01c
WAS,WAS,2004,67,2004-03-17,W,jordaed01c
WAS,WAS,2004,68,2004-03-19,W,jordaed01c
WAS,WAS,2004,69,2004-03-21,L,jordaed01c
WAS,WAS,2004,70,2004-03-23,L,jordaed01c
WAS,WAS,2004,71,2004-03-25,W,jordaed01c
WAS,WAS,2004,72,2004-03-26,L,jordaed01c
WAS,WAS,2004,73,2004-03-28,L,jordaed01c
WAS,WAS,2004,74,2004-03-29,L,jordaed01c
WAS,WAS,2004,75,2004-03-31,L,jordaed01c
WAS,WAS,2004,76,2004-04-02,L,jordaed01c
WAS,WAS,2004,77,2004-04-04,W,jordaed01c
WAS,WAS,2004,78,2004-04-07,L,jordaed01c
WAS,WAS,2004,79,2004-04-09,W,jordaed01c
WAS,WAS,2004,80,2004-04-10,L,jordaed01c
WAS,WAS,2004,81,2004-04-12,L,jordaed01c
WAS,WAS,2004,82,2004-04-14,L,jordaed01c
WAS,WAS,2005,1,2004-11-03,W,jordaed01c
WAS,WAS,2005,2,2004-11-04,W,jordaed01c
WAS,WAS,2005,3,2004-11-06,L,jordaed01c
WAS,WAS,2005,4,2004-11-09,L,jordaed01c
WAS,WAS,2005,5,2004-11-10,W,jordaed01c
WAS,WAS,2005,6,2004-11-13,L,jordaed01c
WAS,WAS,2005,7,2004-11-14,L,jordaed01c
WAS,WAS,2005,8,2004-11-17,W,jordaed01c
WAS,WAS,2005,9,2004-11-20,W,jordaed01c
WAS,WAS,2005,10,2004-11-23,W,jordaed01c
WAS,WAS,2005,11,2004-11-26,L,jordaed01c
WAS,WAS,2005,12,2004-11-28,W,jordaed01c
WAS,WAS,2005,13,2004-12-01,W,jordaed01c
WAS,WAS,2005,14,2004-12-03,W,jordaed01c
WAS,WAS,2005,15,2004-12-04,W,jordaed01c
WAS,WAS,2005,16,2004-12-08,L,jordaed01c
WAS,WAS,2005,17,2004-12-10,W,jordaed01c
WAS,WAS,2005,18,2004-12-12,W,jordaed01c
WAS,WAS,2005,19,2004-12-13,L,jordaed01c
WAS,WAS,2005,20,2004-12-15,L,jordaed01c
WAS,WAS,2005,21,2004-12-17,W,jordaed01c
WAS,WAS,2005,22,2004-12-18,L,jordaed01c
WAS,WAS,2005,23,2004-12-20,W,jordaed01c
WAS,WAS,2005,24,2004-12-21,L,jordaed01c
WAS,WAS,2005,25,2004-12-26,L,jordaed01c
WAS,WAS,2005,26,2004-12-27,W,jordaed01c
WAS,WAS,2005,27,2004-12-29,L,jordaed01c
WAS,WAS,2005,28,2004-12-31,L,jordaed01c
WAS,WAS,2005,29,2005-01-02,W,jordaed01c
WAS,WAS,2005,30,2005-01-04,W,jordaed01c
WAS,WAS,2005,31,2005-01-06,W,jordaed01c
WAS,WAS,2005,32,2005-01-08,W,jordaed01c
WAS,WAS,2005,33,2005-01-12,W,jordaed01c
WAS,WAS,2005,34,2005-01-14,W,jordaed01c
WAS,WAS,2005,35,2005-01-15,W,jordaed01c
WAS,WAS,2005,36,2005-01-17,L,jordaed01c
WAS,WAS,2005,37,2005-01-18,L,jordaed01c
WAS,WAS,2005,38,2005-01-21,W,jordaed01c
WAS,WAS,2005,39,2005-01-22,W,jordaed01c
WAS,WAS,2005,40,2005-01-24,W,jordaed01c
WAS,WAS,2005,41,2005-01-26,W,jordaed01c
WAS,WAS,2005,42,2005-01-28,L,jordaed01c
WAS,WAS,2005,43,2005-01-29,L,jordaed01c
WAS,WAS,2005,44,2005-02-01,L,jordaed01c
WAS,WAS,2005,45,2005-02-04,L,jordaed01c
WAS,WAS,2005,46,2005-02-05,W,jordaed01c
WAS,WAS,2005,47,2005-02-07,W,jordaed01c
WAS,WAS,2005,48,2005-02-09,W,jordaed01c
WAS,WAS,2005,49,2005-02-11,W,jordaed01c
WAS,WAS,2005,50,2005-02-12,L,jordaed01c
WAS,WAS,2005,51,2005-02-14,L,jordaed01c
WAS,WAS,2005,52,2005-02-15,L,jordaed01c
WAS,WAS,2005,53,2005-02-23,W,jordaed01c
WAS,WAS,2005,54,2005-02-25,L,jordaed01c
WAS,WAS,2005,55,2005-02-27,L,jordaed01c
WAS,WAS,2005,56,2005-03-02,W,jordaed01c
WAS,WAS,2005,57,2005-03-04,L,jordaed01c
WAS,WAS,2005,58,2005-03-05,W,jordaed01c
WAS,WAS,2005,59,2005-03-08,L,jordaed01c
WAS,WAS,2005,60,2005-03-13,L,jordaed01c
WAS,WAS,2005,61,2005-03-14,W,jordaed01c
WAS,WAS,2005,62,2005-03-16,W,jordaed01c
WAS,WAS,2005,63,2005-03-18,L,jordaed01c
WAS,WAS,2005,64,2005-03-19,W,jordaed01c
WAS,WAS,2005,65,2005-03-22,L,jordaed01c
WAS,WAS,2005,66,2005-03-24,W,jordaed01c
WAS,WAS,2005,67,2005-03-25,L,jordaed01c
WAS,WAS,2005,68,2005-03-27,W,jordaed01c
WAS,WAS,2005,69,2005-03-28,W,jordaed01c
WAS,WAS,2005,70,2005-03-30,W,jordaed01c
WAS,WAS,2005,71,2005-04-01,W,jordaed01c
WAS,WAS,2005,72,2005-04-03,L,jordaed01c
WAS,WAS,2005,73,2005-04-05,L,jordaed01c
WAS,WAS,2005,74,2005-04-06,L,jordaed01c
WAS,WAS,2005,75,2005-04-08,L,jordaed01c
WAS,WAS,2005,76,2005-04-09,L,jordaed01c
WAS,WAS,2005,77,2005-04-11,W,jordaed01c
WAS,WAS,2005,78,2005-04-13,W,jordaed01c
WAS,WAS,2005,79,2005-04-15,W,jordaed01c
WAS,WAS,2005,80,2005-04-17,W,jordaed01c
WAS,WAS,2005,81,2005-04-19,L,jordaed01c
WAS,WAS,2005,82,2005-04-20,L,jordaed01c
WAS,WAS,2006,1,2005-11-02,W,jordaed01c
WAS,WAS,2006,2,2005-11-04,W,jordaed01c
WAS,WAS,2006,3,2005-11-05,W,jordaed01c
WAS,WAS,2006,4,2005-11-09,L,jordaed01c
WAS,WAS,2006,5,2005-11-11,W,jordaed01c
WAS,WAS,2006,6,2005-11-12,W,jordaed01c
WAS,WAS,2006,7,2005-11-15,L,jordaed01c
WAS,WAS,2006,8,2005-11-17,L,jordaed01c
WAS,WAS,2006,9,2005-11-19,L,jordaed01c
